study,Key,Item_Type,Publication_Year,Author,Title,Publication_Title,ISSN,DOI,abstract_note,date,pages,journal_abbreviation,library_catalog,extra,link,automatic_tags,cites
MAP,RQ5YMAJB,journalArticle,2020,"Davis, Emily J.; Broestl, Lauren; Abdulai-Saiku, Samira; Worden, Kurtresha; Bonham, Luke W.; Miñones-Moyano, Elena; Moreno, Arturo J.; Wang, Dan; Chang, Kevin; Williams, Gina; Garay, Bayardo I.; Lobach, Iryna; Devidze, Nino; Kim, Daniel; Anderson-Bergman, Cliff; Yu, Gui-Qiu; White, Charles C.; Harris, Julie A.; Miller, Bruce L.; Bennett, David A.; Arnold, Arthur P.; De Jager, Phil L.; Palop, Jorge J.; Panning, Barbara; Yokoyama, Jennifer S.; Mucke, Lennart; Dubal, Dena B.",A second X chromosome contributes to resilience in a mouse model of Alzheimer's disease,Science Translational Medicine,1946-6242,10.1126/scitranslmed.aaz5677,"A major sex difference in Alzheimer's disease (AD) is that men with the disease die earlier than do women. In aging and preclinical AD, men also show more cognitive deficits. Here, we show that the X chromosome affects AD-related vulnerability in mice expressing the human amyloid precursor protein (hAPP), a model of AD. XY-hAPP mice genetically modified to develop testicles or ovaries showed worse mortality and deficits than did XX-hAPP mice with either gonad, indicating a sex chromosome effect. To dissect whether the absence of a second X chromosome or the presence of a Y chromosome conferred a disadvantage on male mice, we varied sex chromosome dosage. With or without a Y chromosome, hAPP mice with one X chromosome showed worse mortality and deficits than did those with two X chromosomes. Thus, adding a second X chromosome conferred resilience to XY males and XO females. In addition, the Y chromosome, its sex-determining region Y gene (Sry), or testicular development modified mortality in hAPP mice with one X chromosome such that XY males with testicles survived longer than did XY or XO females with ovaries. Furthermore, a second X chromosome conferred resilience potentially through the candidate gene Kdm6a, which does not undergo X-linked inactivation. In humans, genetic variation in KDM6A was linked to higher brain expression and associated with less cognitive decline in aging and preclinical AD, suggesting its relevance to human brain health. Our study suggests a potential role for sex chromosomes in modulating disease vulnerability related to AD.",26/08/2020,eaaz5677,Sci Transl Med,PubMed,PMID: 32848093 PMCID: PMC8409261,http://www.ncbi.nlm.nih.gov/pubmed/32848093,Female; Male; Animals; Mice; Testis; Alzheimer Disease; Sex Characteristics; X Chromosome; Y Chromosome,
MAP,NN9MA4JZ,journalArticle,2020,"Jurkiewicz, Magdalena; Moser, Dirk; Koller, Antonius; Yu, Lei; Chen, Emily I.; Bennett, David A.; Canli, Turhan","Integration of postmortem amygdala expression profiling, GWAS, and functional cell culture assays: neuroticism-associated synaptic vesicle glycoprotein 2A (SV2A) gene is regulated by miR-133a and miR-218",Translational Psychiatry,2158-3188,10.1038/s41398-020-00966-4,"Recent genome-wide studies have begun to identify gene variants, expression profiles, and regulators associated with neuroticism, anxiety disorders, and depression. We conducted a set of experimental cell culture studies of gene regulation by micro RNAs (miRNAs), based on genome-wide transcriptome, proteome, and miRNA expression data from twenty postmortem samples of lateral amygdala from donors with known neuroticism scores. Using Ingenuity Pathway Analysis and TargetScan, we identified a list of mRNA-protein-miRNA sets whose expression patterns were consistent with miRNA-based translational repression, as a function of trait anxiety. Here, we focused on one gene from that list, which is of particular translational significance in Psychiatry: synaptic vesicle glycoprotein 2A (SV2A) is the binding site of the anticonvulsant drug levetiracetam ((S)-α-Ethyl-2-oxo-1-pyrrolidineacetamide), which has shown promise in anxiety disorder treatments. We confirmed that SV2A is associated with neuroticism or anxiety using an original GWAS of a community cohort (N = 1,706), and cross-referencing a published GWAS of multiple cohorts (Ns ranging from 340,569 to 390,278). Postmortem amygdala expression profiling implicated three putative regulatory miRNAs to target SV2A: miR-133a, miR-138, and miR-218. Moving from association to experimental causal testing in cell culture, we used a luciferase assay to demonstrate that miR-133a and miR-218, but not miR-138, significantly decreased relative luciferase activity from the SV2A dual-luciferase construct. In human neuroblastoma cells, transfection with miR-133a and miR-218 reduced both endogenous SV2A mRNA and protein levels, confirming miRNA targeting of the SV2A gene. This study illustrates the utility of combining postmortem gene expression data with GWAS to guide experimental cell culture assays examining gene regulatory mechanisms that may contribute to complex human traits. Identifying specific molecular mechanisms of gene regulation may be useful for future clinical applications in anxiety disorders or other forms of psychopathology.",24/08/2020,297,Transl Psychiatry,PubMed,PMID: 32839459 PMCID: PMC7445165,http://www.ncbi.nlm.nih.gov/pubmed/32839459,Humans; MicroRNAs; Genome-Wide Association Study; Gene Expression Profiling; Membrane Glycoproteins; Glycoproteins; Nerve Tissue Proteins; Amygdala; Neuroticism; Cell Culture Techniques; Synaptic Vesicles,
MAP,S4GPI27Q,journalArticle,2020,"Wang, Jingye; Wei, Runmin; Xie, Guoxiang; Arnold, Matthias; Kueider-Paisley, Alexandra; Louie, Gregory; Mahmoudian Dehkordi, Siamak; Blach, Colette; Baillie, Rebecca; Han, Xianlin; De Jager, Philip L.; Bennett, David A.; Kaddurah-Daouk, Rima; Jia, Wei",Peripheral serum metabolomic profiles inform central cognitive impairment,Scientific Reports,2045-2322,10.1038/s41598-020-70703-w,"The incidence of Alzheimer's disease (AD) increases with age and is becoming a significant cause of worldwide morbidity and mortality. However, the metabolic perturbation behind the onset of AD remains unclear. In this study, we performed metabolite profiling in both brain (n = 109) and matching serum samples (n = 566) to identify differentially expressed metabolites and metabolic pathways associated with neuropathology and cognitive performance and to identify individuals at high risk of developing cognitive impairment. The abundances of 6 metabolites, glycolithocholate (GLCA), petroselinic acid, linoleic acid, myristic acid, palmitic acid, palmitoleic acid and the deoxycholate/cholate (DCA/CA) ratio, along with the dysregulation scores of 3 metabolic pathways, primary bile acid biosynthesis, fatty acid biosynthesis, and biosynthesis of unsaturated fatty acids showed significant differences across both brain and serum diagnostic groups (P-value < 0.05). Significant associations were observed between the levels of differential metabolites/pathways and cognitive performance, neurofibrillary tangles, and neuritic plaque burden. Metabolites abundances and personalized metabolic pathways scores were used to derive machine learning models, respectively, that could be used to differentiate cognitively impaired persons from those without cognitive impairment (median area under the receiver operating characteristic curve (AUC) = 0.772 for the metabolite level model; median AUC = 0.731 for the pathway level model). Utilizing these two models on the entire baseline control group, we identified those who experienced cognitive decline in the later years (AUC = 0.804, sensitivity = 0.722, specificity = 0.749 for the metabolite level model; AUC = 0.778, sensitivity = 0.633, specificity = 0.825 for the pathway level model) and demonstrated their pre-AD onset prediction potentials. Our study provides a proof-of-concept that it is possible to discriminate antecedent cognitive impairment in older adults before the onset of overt clinical symptoms using metabolomics. Our findings, if validated in future studies, could enable the earlier detection and intervention of cognitive impairment that may halt its progression.",20/08/2020,14059,Sci Rep,PubMed,PMID: 32820198 PMCID: PMC7441317,http://www.ncbi.nlm.nih.gov/pubmed/32820198,"Aged; Aged, 80 and over; Female; Humans; Male; Alzheimer Disease; Longitudinal Studies; Disease Progression; Neuropsychological Tests; Cognition Disorders; Metabolomics; Proof of Concept Study",
MAP,8EK5D5AM,journalArticle,2020,"Buchman, Aron S.; Wang, Tianhao; Yu, Lei; Leurgans, Sue E.; Schneider, Julie A.; Bennett, David A.",Brain pathologies are associated with both the rate and variability of declining motor function in older adults,Acta Neuropathologica,1432-0533,10.1007/s00401-020-02212-z,,2020-10,587-589,Acta Neuropathol,PubMed,PMID: 32803349 PMCID: PMC7501086,http://www.ncbi.nlm.nih.gov/pubmed/32803349,Aged; Female; Humans; Male; Brain; Aging; Brain Diseases; Linear Models; Motor Disorders; Motor Skills,
MAP,DAIBY5BB,journalArticle,2020,"Nag, Sukriti; Barnes, Lisa L.; Yu, Lei; Wilson, Robert S.; Bennett, David A.; Schneider, Julie A.",Limbic-predominant age-related TDP-43 encephalopathy in Black and White decedents,Neurology,1526-632X,10.1212/WNL.0000000000010602,"OBJECTIVE: The association of limbic-predominant age-related transactive response DNA-binding protein 43 encephalopathy neuropathologic change (LATE-NC) with cognition and dementia was assessed in community-dwelling Black elders, and racial differences in these associations were tested. METHODS: Black (n = 76) and White (n = 152) decedents from 4 longitudinal clinical pathologic studies of aging were matched 2 to 1 by age at death, sex, years of education, dementia status, and follow-up time. LATE-NC detected by immunohistochemistry was dichotomized into none/mild and moderate/severe groups. Distribution and clinical and pathologic characteristics of LATE-NC and its association with cognitive profiles and odds of dementia were determined in Black decedents, and racial differences in these associations were assessed. RESULTS: The overall frequency of LATE-NC in Black and White decedents was similar (40.8% vs 45.4%). Black decedents with moderate/severe LATE-NC were older, had significantly lower global cognition scores, particularly in memory domains, and had higher frequency of Alzheimer disease, hippocampal sclerosis, and cerebral amyloid angiopathy than the LATE-NC none/mild group. LATE-NC in Black decents was independently associated with impaired global cognition, episodic and semantic memory, and visuospatial abilities. There were no racial differences in clinical features or pathologic distribution of LATE-NC except for a significant increase in the mean cytoplasmic inclusions in the entorhinal and mid temporal cortices in White compared to Black decedents. In addition, no racial differences in the cognitive profiles or the odds of dementia were observed in Black vs White decedents. CONCLUSIONS: Consistent with findings in White decedents, LATE-NC in Black decedents is associated with impaired cognition, including memory domains.",13/10/2020,e2056-e2064,Neurology,PubMed,PMID: 32759188 PMCID: PMC7713750,http://www.ncbi.nlm.nih.gov/pubmed/32759188,"Aged, 80 and over; Female; Humans; Male; Age Factors; Alzheimer Disease; Longitudinal Studies; Cognitive Dysfunction; Neuropsychological Tests; TDP-43 Proteinopathies; Black or African American; White People; Comorbidity; Illinois; Late Onset Disorders; Race Factors",
MAP,EGQWNNJV,journalArticle,2020,"Kapasi, Alifiya; Yu, Lei; Boyle, Patricia A.; Barnes, Lisa L.; Bennett, David A.; Schneider, Julie A.","Limbic-predominant age-related TDP-43 encephalopathy, ADNC pathology, and cognitive decline in aging",Neurology,1526-632X,10.1212/WNL.0000000000010454,"OBJECTIVE: To examine the impact of 3 pathologic groups, pure limbic-predominant age-related transactive response DNA-binding protein 43 encephalopathy (LATE) neuropathologic changes (NC), pure Alzheimer disease neuropathologic change (ADNC), and mixed ADNC with LATE-NC, on late-life cognitive decline. METHODS: Data came from 1,356 community-based older persons who completed detailed annual cognitive testing and systematic neuropathologic examination at autopsy to identify LATE-NC, ADNC, and other age-related pathologies. Persons were categorized into (0) a group without a pathologic diagnosis of LATE or ADNC (n = 378), (1) LATE-NC without ADNC (n = 91), (2) ADNC without LATE-NC (n = 535), and (3) mixed ADNC with LATE-NC (n = 352). We used mixed-effect models to examine the group associations with rate of decline in global cognition and 5 cognitive domains and then examined whether age modified associations. RESULTS: Compared to those without LATE-NC or ADNC, those with pure LATE-NC had a faster decline in global cognition (p = 0.025) and episodic memory (p = 0.002); however, compared to persons with pure ADNC, those with pure LATE-NC showed a slower decline. Those with mixed ADNC with LATE-NC showed the fastest decline compared to those with either pathology alone. Persons ≥90 years of age with mixed ADNC with LATE-NC had slower cognitive decline compared to those ≤89 years of age. CONCLUSION: Persons with pure LATE-NC follow a slower trajectory compared to those with pure ADNC. Those with mixed LATE/ADNC have a steeper decline than individuals with either pathology alone. In addition, age may modify the effect of pathology on cognitive decline. These findings have important implications for the development of biomarkers and prognosis for late-life cognitive decline. CLASSIFICATION OF EVIDENCE: This study provides Class I evidence that LATE-NC and Alzheimer disease pathologic changes are associated with different trajectories of late-life cognitive decline.",06/10/2020,e1951-e1962,Neurology,PubMed,PMID: 32753441 PMCID: PMC7682843,http://www.ncbi.nlm.nih.gov/pubmed/32753441,"Aged; Aged, 80 and over; Female; Humans; Male; Alzheimer Disease; Longitudinal Studies; Cognitive Dysfunction; Disease Progression; Aging; TDP-43 Proteinopathies",
MAP,K9DY65RK,journalArticle,2020,"Patrick, Ellis; Taga, Mariko; Ergun, Ayla; Ng, Bernard; Casazza, William; Cimpean, Maria; Yung, Christina; Schneider, Julie A.; Bennett, David A.; Gaiteri, Chris; De Jager, Philip L.; Bradshaw, Elizabeth M.; Mostafavi, Sara",Deconvolving the contributions of cell-type heterogeneity on cortical gene expression,PLoS computational biology,1553-7358,10.1371/journal.pcbi.1008120,"Complexity of cell-type composition has created much skepticism surrounding the interpretation of bulk tissue transcriptomic studies. Recent studies have shown that deconvolution algorithms can be applied to computationally estimate cell-type proportions from gene expression data of bulk blood samples, but their performance when applied to brain tissue is unclear. Here, we have generated an immunohistochemistry (IHC) dataset for five major cell-types from brain tissue of 70 individuals, who also have bulk cortical gene expression data. With the IHC data as the benchmark, this resource enables quantitative assessment of deconvolution algorithms for brain tissue. We apply existing deconvolution algorithms to brain tissue by using marker sets derived from human brain single cell and cell-sorted RNA-seq data. We show that these algorithms can indeed produce informative estimates of constituent cell-type proportions. In fact, neuronal subpopulations can also be estimated from bulk brain tissue samples. Further, we show that including the cell-type proportion estimates as confounding factors is important for reducing false associations between Alzheimer's disease phenotypes and gene expression. Lastly, we demonstrate that using more accurate marker sets can substantially improve statistical power in detecting cell-type specific expression quantitative trait loci (eQTLs).",2020-08,e1008120,PLoS Comput Biol,PubMed,PMID: 32804935 PMCID: PMC7451979,http://www.ncbi.nlm.nih.gov/pubmed/32804935,"Humans; Computational Biology; Phenotype; Brain; Gene Expression Profiling; Organ Specificity; Transcriptome; Algorithms; Single-Cell Analysis; Quantitative Trait Loci; Immunohistochemistry; Sequence Analysis, RNA",
MAP,R3LN5ABY,journalArticle,2020,"Tang, Min; Alaniz, Maria Eugenia; Felsky, Daniel; Vardarajan, Badri; Reyes-Dumeyer, Dolly; Lantigua, Rafael; Medrano, Martin; Bennett, David A.; de Jager, Philip L.; Mayeux, Richard; Santa-Maria, Ismael; Reitz, Christiane",Synonymous variants associated with Alzheimer disease in multiplex families,Neurology. Genetics,2376-7839,10.1212/NXG.0000000000000450,"OBJECTIVE: Synonymous variants can lead to disease; nevertheless, the majority of sequencing studies conducted in Alzheimer disease (AD) only assessed coding variation. METHODS: To detect synonymous variants modulating AD risk, we conducted a whole-genome sequencing study on 67 Caribbean Hispanic (CH) families multiply affected by AD. Identified disease-associated variants were further assessed in an independent cohort of CHs, expression quantitative trait locus (eQTL) data, brain autopsy data, and functional experiments. RESULTS: Rare synonymous variants in 4 genes (CDH23, SLC9A3R1, RHBDD2, and ITIH2) segregated with AD status in multiplex families and had a significantly higher frequency in these families compared with reference populations of similar ancestry. In comparison to subjects without dementia, expression of CDH23 (β = 0.53, p = 0.006) and SLC9A3R1 (β = 0.50, p = 0.02) was increased, and expression of RHBDD2 (β = -0.70, p = 0.02) decreased in individuals with AD at death. In line with this finding, increased expression of CDH23 (β = 0.26 ± 0.08, p = 4.9E-4) and decreased expression of RHBDD2 (β = -0.60 ± 0.12, p = 5.5E-7) were related to brain amyloid load (p = 0.0025). SLC9A3R1 expression was associated with burden of TDP43 pathology (β = 0.58 ± 0.17, p = 5.9E-4). Using eQTL data, the CDH23 variant was in linkage disequilibrium with variants modulating CDH23 expression levels (top single nucleotide polymorphism: rs11000035, p = 4.85E-6, D' = 1.0). Using minigene splicing assays, the CDH23 and SLC9A3R1 variants affected splicing efficiency. CONCLUSIONS: These findings suggest that CDH23, SLC9A3R1, RHBDD2, and possibly ITIH2, which are involved in synaptic function, the glutamatergic system, and innate immunity, contribute to AD etiology. In addition, this study supports the notion that synonymous variants contribute to AD risk and that comprehensive scrutinization of this type of genetic variation is warranted and critical.",2020-08,e450,Neurol Genet,PubMed,PMID: 32637632 PMCID: PMC7323483,http://www.ncbi.nlm.nih.gov/pubmed/32637632,,
MAP,KNLTCELW,journalArticle,2020,"Dumitrescu, Logan; Mahoney, Emily R.; Mukherjee, Shubhabrata; Lee, Michael L.; Bush, William S.; Engelman, Corinne D.; Lu, Qiongshi; Fardo, David W.; Trittschuh, Emily H.; Mez, Jesse; Kaczorowski, Catherine; Hernandez Saucedo, Hector; Widaman, Keith F.; Buckley, Rachel; Properzi, Michael; Mormino, Elizabeth; Yang, Hyun-Sik; Harrison, Tessa; Hedden, Trey; Nho, Kwangsik; Andrews, Shea J.; Tommet, Doug; Hadad, Niran; Sanders, R. Elizabeth; Ruderfer, Douglas M.; Gifford, Katherine A.; Moore, Annah M.; Cambronero, Francis; Zhong, Xiaoyuan; Raghavan, Neha S.; Vardarajan, Badri; Alzheimer’s Disease Neuroimaging Initiative (ADNI); Alzheimer’s Disease Genetics Consortium (ADGC), A4 Study Team; Pericak-Vance, Margaret A.; Farrer, Lindsay A.; Wang, Li-San; Cruchaga, Carlos; Schellenberg, Gerard; Cox, Nancy J.; Haines, Jonathan L.; Keene, C. Dirk; Saykin, Andrew J.; Larson, Eric B.; Sperling, Reisa A.; Mayeux, Richard; Bennett, David A.; Schneider, Julie A.; Crane, Paul K.; Jefferson, Angela L.; Hohman, Timothy J.",Genetic variants and functional pathways associated with resilience to Alzheimer's disease,Brain: A Journal of Neurology,1460-2156,10.1093/brain/awaa209,"Approximately 30% of older adults exhibit the neuropathological features of Alzheimer's disease without signs of cognitive impairment. Yet, little is known about the genetic factors that allow these potentially resilient individuals to remain cognitively unimpaired in the face of substantial neuropathology. We performed a large, genome-wide association study (GWAS) of two previously validated metrics of cognitive resilience quantified using a latent variable modelling approach and representing better-than-predicted cognitive performance for a given level of neuropathology. Data were harmonized across 5108 participants from a clinical trial of Alzheimer's disease and three longitudinal cohort studies of cognitive ageing. All analyses were run across all participants and repeated restricting the sample to individuals with unimpaired cognition to identify variants at the earliest stages of disease. As expected, all resilience metrics were genetically correlated with cognitive performance and education attainment traits (P-values < 2.5 × 10-20), and we observed novel correlations with neuropsychiatric conditions (P-values < 7.9 × 10-4). Notably, neither resilience metric was genetically correlated with clinical Alzheimer's disease (P-values > 0.42) nor associated with APOE (P-values > 0.13). In single variant analyses, we observed a genome-wide significant locus among participants with unimpaired cognition on chromosome 18 upstream of ATP8B1 (index single nucleotide polymorphism rs2571244, minor allele frequency = 0.08, P = 2.3 × 10-8). The top variant at this locus (rs2571244) was significantly associated with methylation in prefrontal cortex tissue at multiple CpG sites, including one just upstream of ATPB81 (cg19596477; P = 2 × 10-13). Overall, this comprehensive genetic analysis of resilience implicates a putative role of vascular risk, metabolism, and mental health in protection from the cognitive consequences of neuropathology, while also providing evidence for a novel resilience gene along the bile acid metabolism pathway. Furthermore, the genetic architecture of resilience appears to be distinct from that of clinical Alzheimer's disease, suggesting that a shift in focus to molecular contributors to resilience may identify novel pathways for therapeutic targets.",01/08/2020,2561-2575,Brain,PubMed,PMID: 32844198 PMCID: PMC7447518,http://www.ncbi.nlm.nih.gov/pubmed/32844198,"Alzheimer’s disease; Aged, 80 and over; Female; Humans; Male; Polymorphism, Single Nucleotide; Genotype; Genome-Wide Association Study; Brain; Alzheimer Disease; Cognitive Dysfunction; GWAS; amyloid; Aging; Cognitive Reserve; resilience; Chromosomes, Human, Pair 18; reserve",
MAP,QZEUGTLG,journalArticle,2020,"Hüls, Anke; Robins, Chloe; Conneely, Karen N.; De Jager, Philip L.; Bennett, David A.; Epstein, Michael P.; Wingo, Thomas S.; Wingo, Aliza P.",Association between DNA methylation levels in brain tissue and late-life depression in community-based participants,Translational Psychiatry,2158-3188,10.1038/s41398-020-00948-6,"OBJECTIVE: Major depressive disorder (MDD) arises from a combination of genetic and environmental risk factors and DNA methylation is one of the molecular mechanisms through which these factors can manifest. However, little is known about the epigenetic signature of MDD in brain tissue. This study aimed to investigate associations between brain tissue-based DNA methylation and late-life MDD. METHODS: We performed a brain epigenome-wide association study (EWAS) of late-life MDD in 608 participants from the Religious Order Study and the Rush Memory and Aging Project (ROS/MAP) using DNA methylation profiles of the dorsal lateral prefrontal cortex generated using the Illumina HumanMethylation450 Beadchip array. We also conducted an EWAS of MDD in each sex separately. RESULTS: We found epigenome-wide significant associations between brain tissue-based DNA methylation and late-life MDD. The most significant and robust association was found with altered methylation levels in the YOD1 locus (cg25594636, p value = 2.55 × 10-11; cg03899372, p value = 3.12 × 10-09; cg12796440, p value = 1.51 × 10-08, cg23982678, p value = 7.94 × 10-08). Analysis of differentially methylated regions (p value = 5.06 × 10-10) further confirmed this locus. Other significant loci include UGT8 (cg18921206, p value = 1.75 × 10-08), FNDC3B (cg20367479, p value = 4.97 × 10-08) and SLIT2 (cg10946669, p value = 8.01 × 10-08). Notably, brain tissue-based methylation levels were strongly associated with late-life MDD in men more than in women. CONCLUSIONS: We identified altered methylation in the YOD1, UGT8, FNDC3B, and SLIT2 loci as new epigenetic factors associated with late-life MDD. Furthermore, our study highlights the sex-specific molecular heterogeneity of MDD.",30/07/2020,262,Transl Psychiatry,PubMed,PMID: 32733030 PMCID: PMC7393126,http://www.ncbi.nlm.nih.gov/pubmed/32733030,"Female; Humans; Male; Genome-Wide Association Study; Brain; DNA Methylation; Epigenesis, Genetic; Epigenome; Depression; Depressive Disorder, Major",
MAP,G6KE8TJ8,journalArticle,2020,"Taga, Mariko; Petyuk, Vladislav A.; White, Charles; Marsh, Galina; Ma, Yiyi; Klein, Hans-Ulrich; Connor, Sarah M.; Kroshilina, Alexandra; Yung, Christina J.; Khairallah, Anthony; Olah, Marta; Schneider, Julie; Karhohs, Kyle; Carpenter, Anne E.; Ransohoff, Richard; Bennett, David A.; Crotti, Andrea; Bradshaw, Elizabeth M.; De Jager, Philip L.","BIN1 protein isoforms are differentially expressed in astrocytes, neurons, and microglia: neuronal and astrocyte BIN1 are implicated in tau pathology",Molecular Neurodegeneration,1750-1326,10.1186/s13024-020-00387-3,"BACKGROUND: Identified as an Alzheimer's disease (AD) susceptibility gene by genome wide-association studies, BIN1 has 10 isoforms that are expressed in the Central Nervous System (CNS). The distribution of these isoforms in different cell types, as well as their role in AD pathology still remains unclear. METHODS: Utilizing antibodies targeting specific BIN1 epitopes in human post-mortem tissue and analyzing mRNA expression data from purified microglia, we identified three isoforms expressed in neurons and astrocytes (isoforms 1, 2 and 3) and four isoforms expressed in microglia (isoforms 6, 9, 10 and 12). The abundance of selected peptides, which correspond to groups of BIN1 protein isoforms, was measured in dorsolateral prefrontal cortex, and their relation to neuropathological features of AD was assessed. RESULTS: Peptides contained in exon 7 of BIN1's N-BAR domain were found to be significantly associated with AD-related traits and, particularly, tau tangles. Decreased expression of BIN1 isoforms containing exon 7 is associated with greater accumulation of tangles and subsequent cognitive decline, with astrocytic rather than neuronal BIN1 being the more likely culprit. These effects are independent of the BIN1 AD risk variant. CONCLUSIONS: Exploring the molecular mechanisms of specific BIN1 isoforms expressed by astrocytes may open new avenues for modulating the accumulation of Tau pathology in AD.",29/07/2020,44,Mol Neurodegener,PubMed,PMID: 32727516 PMCID: PMC7389646,http://www.ncbi.nlm.nih.gov/pubmed/32727516,"Alzheimer’s disease; Humans; Amyloid; Adaptor Proteins, Signal Transducing; Brain; Alzheimer Disease; Microglia; tau Proteins; Astrocytes; Neurons; Tau; Tumor Suppressor Proteins; Nuclear Proteins; BIN1 isoforms; Protein Isoforms",
MAP,CT6PE4QD,journalArticle,2021,"Buchman, Aron S.; Yu, Lei; Oveisgharan, Shahram; Farfel, Jose M.; Schneider, Julie A.; Bennett, David A.",Person-Specific Contributions of Brain Pathologies to Progressive Parkinsonism in Older Adults,"The Journals of Gerontology. Series A, Biological Sciences and Medical Sciences",1758-535X,10.1093/gerona/glaa176,"BACKGROUND: Mixed-brain pathologies are the most common cause of progressive parkinsonism in older adults. We tested the hypothesis that the impact of individual pathologies associated with progressive parkinsonism differs among older adults. METHODS: Data were from 1089 decedents who had undergone annual clinical testing and autopsy. Parkinsonism was based on a modified United Parkinson's Disease Rating Scale. Linear mixed-effects models were employed, to investigate the combinations of 9 pathologies related to progressive parkinsonism. Then we estimated the person-specific contributions of each pathology for progressive parkinsonism. RESULTS: The average participant showed 3 pathologies. Parkinson's disease (PD) and 4 cerebrovascular pathologies (macroinfarcts, atherosclerosis, arteriolosclerosis, and cerebral amyloid angiopathy [CAA]), but not Alzheimer's disease, TDP-43, hippocampal sclerosis, and microinfarcts, were independently associated with progressive parkinsonism. These pathologies accounted for 13% of additional variance of progressive parkinsonism. Thirty-one different combinations of these 5 pathologies were observed to be associated with progressive parkinsonism observed. On average, PD and CAA accounted, respectively, for 66% and 65% of person-specific progression of parkinsonism, while macroinfarcts, atherosclerosis, and arteriolosclerosis accounted for 41%-48%. CONCLUSION: There is much greater heterogeneity in the comorbidity and relative impact of individual brain pathologies affecting progressive parkinsonism than previously recognized and this may account in part for its phenotypic heterogeneity in older adults.",31/03/2021,615-621,J Gerontol A Biol Sci Med Sci,PubMed,PMID: 32720690 PMCID: PMC8240996,http://www.ncbi.nlm.nih.gov/pubmed/32720690,"Aged; Aged, 80 and over; Female; Humans; Male; United States; Brain; Longitudinal Studies; Disease Progression; Aging; Autopsy; Parkinsonian Disorders; Cognitive decline; TDP-43 Proteinopathies; Brain pathology; Parkinson Disease; Parkinsonism; Cerebrovascular Disorders; Comorbidity; Analysis of Variance; Causality",
MAP,SEKH46TV,journalArticle,2020,"Dhana, Klodian; Evans, Denis A.; Rajan, Kumar B.; Bennett, David A.; Morris, Martha C.",Healthy lifestyle and the risk of Alzheimer dementia: Findings from 2 longitudinal studies,Neurology,1526-632X,10.1212/WNL.0000000000009816,"OBJECTIVE: To quantify the impact of a healthy lifestyle on the risk of Alzheimer dementia. METHODS: Using data from the Chicago Health and Aging Project (CHAP; n = 1,845) and the Rush Memory and Aging Project (MAP; n = 920), we defined a healthy lifestyle score on the basis of nonsmoking, ≥150 min/wk moderate/vigorous-intensity physical activity, light to moderate alcohol consumption, high-quality Mediterranean-DASH Diet Intervention for Neurodegenerative Delay diet (upper 40%), and engagement in late-life cognitive activities (upper 40%), giving an overall score ranging from 0 to 5. Cox proportional hazard models were used for each cohort to estimate the hazard ratio (HR) and 95% confidence interval (CI) of the lifestyle score with Alzheimer dementia, and a random-effect meta-analysis was used to pool the results. RESULTS: During a median follow-up of 5.8 years in CHAP and 6.0 years in MAP, 379 and 229 participants, respectively, had incident Alzheimer dementia. In multivariable-adjusted models, the pooled HR (95% CI) of Alzheimer dementia across 2 cohorts was 0.73 (95% CI 0.66-0.80) per each additional healthy lifestyle factor. Compared to participants with 0 to 1 healthy lifestyle factor, the risk of Alzheimer dementia was 37% lower (pooled HR 0.63, 95% CI 0.47-0.84) in those with 2 to 3 healthy lifestyle factors and 60% lower (pooled HR 0.40, 95% CI 0.28-0.56) in those with 4 to 5 healthy lifestyle factors. CONCLUSION: A healthy lifestyle as a composite score is associated with a substantially lower risk of Alzheimer's dementia.",28/07/2020,e374-e383,Neurology,PubMed,PMID: 32554763 PMCID: PMC7455318,http://www.ncbi.nlm.nih.gov/pubmed/32554763,"Aged; Cohort Studies; Female; Humans; Male; Alzheimer Disease; Risk Factors; Longitudinal Studies; Incidence; Exercise; Alcohol Drinking; Diet, Mediterranean; Healthy Lifestyle",
